ORIS Code,Fuel,FuelSimplified,Category,Generation,CarbonDioxide,AnnualCapacity,CapFactor,Lat,Lon,Name,State,popup,,,,,,,,Fuel Category,Simplification,https://www.eia.gov/survey/form/eia_860/instructions.pdf,
54250,NG,Natural Gas,EXCLUDE,12018,1767108.31,15778.8,0.761654879,40.01,-75.05,Newman,Pennsylvania,Plant Name =  Newman  Fuel Type =  NG  CPP Category =  EXCLUDE,,,,,,,,,,,
54251,WAT,Hydro,EXCLUDE,28867,0,37693.8,0.765828863,44.49,-121.3,Opal Springs Hydro,Oregon,Plant Name =  Opal Springs Hydro  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
54258,WND,Wind,EXCLUDE,17995,0,140256,0.128301107,33.97,-116.53,Westwind Trust,California,Plant Name =  Westwind Trust  Fuel Type =  WND  CPP Category =  EXCLUDE,,,,,,,,,,,
54261,WAT,Hydro,EXCLUDE,11305,0,23668.2,0.47764511,38.72,-123.01,Warm Springs Hydro Project,California,Plant Name =  Warm Springs Hydro Project  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
54262,NG,Natural Gas,EXCLUDE,53629.36,53588.43,134996.4,0.397265112,44.1,-92.48,Saint Marys Hospital Power Plant,Minnesota,Plant Name =  Saint Marys Hospital Power Plant  Fuel Type =  NG  CPP Category =  EXCLUDE,,,,,,,,,,,
54267,WAT,Hydro,EXCLUDE,42901,0,105192,0.407835197,48.68,-121.72,Koma Kulshan Associates,Washington,Plant Name =  Koma Kulshan Associates  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
54268,NG,Natural Gas,NGCC,1075813,803258.51,1462168.8,0.735765255,48.47,-122.56,March Point Cogeneration,Washington,Plant Name =  March Point Cogeneration  Fuel Type =  NG  CPP Category =  NGCC,,,,,,,,,,,
54271,NG,Natural Gas,NGCC,714805,410764.28,1115035.2,0.64106048,36.04,-115.01,Saguaro Power,Nevada,Plant Name =  Saguaro Power  Fuel Type =  NG  CPP Category =  NGCC,,,,,,,,,,,
54276,BIT,Coal,EXCLUDE,34824,218439.75,490896,0.07093967,35.91,-79.06,Univ of NC Chapel Hill Cogen Facility,North Carolina,Plant Name =  Univ of NC Chapel Hill Cogen Facility  Fuel Type =  BIT  CPP Category =  EXCLUDE,,,,,,,,,,,
54281,BLQ,Biomass,EXCLUDE,105869,573135.65,109575,0.966178417,31.74,-81.41,Interstate Paper LLC Riceboro,Georgia,Plant Name =  Interstate Paper LLC Riceboro  Fuel Type =  BLQ  CPP Category =  EXCLUDE,,,,,,,,,,,
54285,WAT,Hydro,EXCLUDE,21261,0,38570.4,0.55122581,44.76,-92.87,Hastings City Hydroelectric,Minnesota,Plant Name =  Hastings City Hydroelectric  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
54286,LFG,Biomass,EXCLUDE,16930,15366.43,135873,0.12460165,39.74,-86.21,Rolls Royce,Indiana,Plant Name =  Rolls Royce  Fuel Type =  LFG  CPP Category =  EXCLUDE,,,,,,,,,,,
54291,PUR,Purchased,EXCLUDE,144952,0,210384,0.688987756,27.88,-97.26,Sherwin Alumina,Texas,Plant Name =  Sherwin Alumina  Fuel Type =  PUR  CPP Category =  EXCLUDE,,,,,,,,,,,
54298,WND,Wind,EXCLUDE,28740,0,94672.8,0.303571881,35.06,-118.34,Coram Energy LLC (ECT),California,Plant Name =  Coram Energy LLC (ECT)  Fuel Type =  WND  CPP Category =  EXCLUDE,,,,,,,,,,,
54299,WND,Wind,EXCLUDE,7380,0,38570.4,0.191338436,35.08,-118.34,Coram Energy LLC,California,Plant Name =  Coram Energy LLC  Fuel Type =  WND  CPP Category =  EXCLUDE,,,,,,,,,,,
54300,WND,Wind,EXCLUDE,9251,0,40323.6,0.229419,35.06,-118.31,CTV Power Purchase Contract Trust,California,Plant Name =  CTV Power Purchase Contract Trust  Fuel Type =  WND  CPP Category =  EXCLUDE,,,,,,,,,,,
54301,WAT,Hydro,EXCLUDE,3741,0,26298,0.142254164,42.01,-73.04,Colebrook Hydroelectric,Connecticut,Plant Name =  Colebrook Hydroelectric  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
54302,WAT,Hydro,EXCLUDE,10741,0,28051.2,0.38290697,41.99,-73.02,Goodwin Hydroelectric,Connecticut,Plant Name =  Goodwin Hydroelectric  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
54304,BIT,Coal,COALST,406071,454865.01,2264257.8,0.179339561,38.27,-77.31,Birchwood Power,Virginia,Plant Name =  Birchwood Power  Fuel Type =  BIT  CPP Category =  COALST,,,,,,,,,,,
54306,WAT,Hydro,EXCLUDE,27949,0,73634.4,0.379564443,42.63,-114.17,Wilson Lake Hydroelectric Project,Idaho,Plant Name =  Wilson Lake Hydroelectric Project  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
54308,WAT,Hydro,EXCLUDE,6622,0,11395.8,0.581091279,40.2,-123.52,Three Forks Water Power Project,California,Plant Name =  Three Forks Water Power Project  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
54316,NG,Natural Gas,EXCLUDE,2028,4197.44,460215,0.004406636,33.94,-77.99,Archer Daniels Midland Southport,North Carolina,Plant Name =  Archer Daniels Midland Southport  Fuel Type =  NG  CPP Category =  EXCLUDE,,,,,,,,,,,
54318,BIT,Coal,EXCLUDE,222193.26,1374247.81,262980,0.844905544,41.59,-109.75,General Chemical,Wyoming,Plant Name =  General Chemical  Fuel Type =  BIT  CPP Category =  EXCLUDE,,,,,,,,,,,
54321,NG,Natural Gas,EXCLUDE,234886.82,478179.43,305056.8,0.769977329,29.97,-94.21,Goodyear Beaumont Chemical Plant,Texas,Plant Name =  Goodyear Beaumont Chemical Plant  Fuel Type =  NG  CPP Category =  EXCLUDE,,,,,,,,,,,
54322,WAT,Hydro,EXCLUDE,14488,0,18408.6,0.787023456,33.49,-81.99,Sibley Mill,Georgia,Plant Name =  Sibley Mill  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
54324,NG,Natural Gas,NGCC,682490.99,353210.62,2228317.2,0.306280897,42.01,-71.67,Ocean State Power II,Rhode Island,Plant Name =  Ocean State Power II  Fuel Type =  NG  CPP Category =  NGCC,,,,,,,,,,,
54330,NG,Natural Gas,EXCLUDE,16430,9871.42,32434.2,0.506564059,29.73,-95.64,Westhollow Technology Center,Texas,Plant Name =  Westhollow Technology Center  Fuel Type =  NG  CPP Category =  EXCLUDE,,,,,,,,,,,
54333,NG,Natural Gas,EXCLUDE,43971,32244.23,51719.4,0.850183877,40.96,-76.88,Bucknell University,Pennsylvania,Plant Name =  Bucknell University  Fuel Type =  NG  CPP Category =  EXCLUDE,,,,,,,,,,,
54335,BIT,Coal,EXCLUDE,6586.3,49835,13149,0.500897407,40.97,-81.78,Morton Salt Rittman,Ohio,Plant Name =  Morton Salt Rittman  Fuel Type =  BIT  CPP Category =  EXCLUDE,,,,,,,,,,,
54338,AB,Biomass,EXCLUDE,6237,379082.94,218273.4,0.028574256,26.27,-97.87,Rio Grande Valley Sugar Growers,Texas,Plant Name =  Rio Grande Valley Sugar Growers  Fuel Type =  AB  CPP Category =  EXCLUDE,,,,,,,,,,,
54340,WAT,Hydro,EXCLUDE,11271,0,35064,0.321440794,45.1,-83.52,Norway Point Hydropower Project,Michigan,Plant Name =  Norway Point Hydropower Project  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
54341,WAT,Hydro,EXCLUDE,8859,0,18408.6,0.481242463,45.09,-83.5,Four Mile Hydropower Project,Michigan,Plant Name =  Four Mile Hydropower Project  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
54342,WAT,Hydro,EXCLUDE,5958.99,0,14025.6,0.424865246,45.07,-83.44,Ninth Street Hydropower Project,Michigan,Plant Name =  Ninth Street Hydropower Project  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
54343,WAT,Hydro,EXCLUDE,24528,0,176196.6,0.139208135,36.42,-119.01,Terminus Hydroelectric Project,California,Plant Name =  Terminus Hydroelectric Project  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
54349,NG,Natural Gas,NGCC,728696.99,401916.9,844165.8,0.863215484,36.23,-114.88,Nevada Cogen Associates 2 Black Mountain,Nevada,Plant Name =  Nevada Cogen Associates 2 Black Mountain  Fuel Type =  NG  CPP Category =  NGCC,,,,,,,,,,,
54350,NG,Natural Gas,NGCC,703672,375019.09,844165.8,0.833570846,36.34,-114.92,Nevada Cogen Assoc#1 GarnetVly,Nevada,Plant Name =  Nevada Cogen Assoc#1 GarnetVly  Fuel Type =  NG  CPP Category =  NGCC,,,,,,,,,,,
54355,WAT,Hydro,EXCLUDE,28100.01,0,65745,0.427409081,44.49,-73.19,Chace Mill Winooski One,Vermont,Plant Name =  Chace Mill Winooski One  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
54358,BLQ,Biomass,EXCLUDE,445570,1832832.08,742480.2,0.600110279,33.33,-81.95,International Paper Augusta Mill,Georgia,Plant Name =  International Paper Augusta Mill  Fuel Type =  BLQ  CPP Category =  EXCLUDE,,,,,,,,,,,
54365,NG,Natural Gas,NGCC,321551.8,143530.8,1197435.6,0.26853369,27.87,-81.83,Orange Cogeneration Facility,Florida,Plant Name =  Orange Cogeneration Facility  Fuel Type =  NG  CPP Category =  NGCC,,,,,,,,,,,
54371,NG,Natural Gas,EXCLUDE,320373,180490.1,369925.2,0.866048055,35.42,-119.01,Oildale Energy LLC,California,Plant Name =  Oildale Energy LLC  Fuel Type =  NG  CPP Category =  EXCLUDE,,,,,,,,,,,
54372,NG,Natural Gas,EXCLUDE,3805.7,4718.18,8766,0.434143281,40.01,-105.27,University of Colorado,Colorado,Plant Name =  University of Colorado  Fuel Type =  NG  CPP Category =  EXCLUDE,,,,,,,,,,,
54374,NG,Natural Gas,EXCLUDE,7576,129633,73634.4,0.102886694,41.78,-107.11,Sinclair Oil Refinery,Wyoming,Plant Name =  Sinclair Oil Refinery  Fuel Type =  NG  CPP Category =  EXCLUDE,,,,,,,,,,,
54384,WAT,Hydro,EXCLUDE,2485,0,8766,0.283481634,43.19,-71.75,EHC West Hopkinton,New Hampshire,Plant Name =  EHC West Hopkinton  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
54385,WAT,Hydro,EXCLUDE,4605,0,20161.8,0.228402226,41.37,-73.09,Kinneytown New Old,Connecticut,Plant Name =  Kinneytown New Old  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
54386,WAT,Hydro,EXCLUDE,6539,0,24544.8,0.266410808,43.43,-114.03,Little Wood Hydro Project,Idaho,Plant Name =  Little Wood Hydro Project  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
54387,WAT,Hydro,EXCLUDE,17114,0,37693.8,0.454026922,47.43,-121.65,Weeks Falls,Washington,Plant Name =  Weeks Falls  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
54394,WAT,Hydro,EXCLUDE,10268,0,31557.6,0.325373286,44.03,-112.72,Dry Creek Project,Idaho,Plant Name =  Dry Creek Project  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
54395,WAT,Hydro,EXCLUDE,15000,0,29804.4,0.503281395,42.94,-73.65,Stillwater Hydro Electric Project,New York,Plant Name =  Stillwater Hydro Electric Project  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
54407,BIT,Coal,EXCLUDE,1567,19519.04,37693.8,0.041571823,43.62,-88.73,Waupun Correctional Central Heating Plt,Wisconsin,Plant Name =  Waupun Correctional Central Heating Plt  Fuel Type =  BIT  CPP Category =  EXCLUDE,,,,,,,,,,,
54408,BIT,Coal,EXCLUDE,9852.29,252986.45,277882.2,0.035454916,43.07,-89.4,UW Madison Charter Street Plant,Wisconsin,Plant Name =  UW Madison Charter Street Plant  Fuel Type =  BIT  CPP Category =  EXCLUDE,,,,,,,,,,,
54409,RFO,Petroleum,EXCLUDE,780.99,46649.05,61362,0.012727584,43.7,-72.29,Dartmouth College Heating Plant,New Hampshire,Plant Name =  Dartmouth College Heating Plant  Fuel Type =  RFO  CPP Category =  EXCLUDE,,,,,,,,,,,
54410,NG,Natural Gas,EXCLUDE,221049.01,114520.62,315576,0.700462044,35.44,-119.01,Western Power & Steam Inc,California,Plant Name =  Western Power & Steam Inc  Fuel Type =  NG  CPP Category =  EXCLUDE,,,,,,,,,,,
54415,WDS,Biomass,EXCLUDE,154112,298690.34,385704,0.399560285,44.26,-85.44,Cadillac Renewable Energy,Michigan,Plant Name =  Cadillac Renewable Energy  Fuel Type =  WDS  CPP Category =  EXCLUDE,,,,,,,,,,,
54418,WAT,Hydro,EXCLUDE,5693,0,12272.4,0.463886444,43.24,-70.82,Rollinsford,New Hampshire,Plant Name =  Rollinsford  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
54423,NG,Natural Gas,NGCC,528875,257738.56,1382398.2,0.3825779,28.92,-81.68,Lake Cogen Ltd,Florida,Plant Name =  Lake Cogen Ltd  Fuel Type =  NG  CPP Category =  NGCC,,,,,,,,,,,
54424,NG,Natural Gas,NGCC,250136,125635.96,1259674.2,0.19857198,28.37,-82.19,Pasco Cogen Ltd,Florida,Plant Name =  Pasco Cogen Ltd  Fuel Type =  NG  CPP Category =  NGCC,,,,,,,,,,,
54426,NG,Natural Gas,NGCC,402963.31,208456.32,1152729,0.349573326,27.85,-81.88,Mulberry Cogeneration Facility,Florida,Plant Name =  Mulberry Cogeneration Facility  Fuel Type =  NG  CPP Category =  NGCC,,,,,,,,,,,
54427,WDS,Biomass,EXCLUDE,434949.65,1617299.95,872217,0.498671374,30.78,-89.86,Gaylord Container Bogalusa,Louisiana,Plant Name =  Gaylord Container Bogalusa  Fuel Type =  WDS  CPP Category =  EXCLUDE,,,,,,,,,,,
54429,BLQ,Biomass,EXCLUDE,62935,1416739.29,604854,0.104049903,31.58,-87.49,Alabama Pine Pulp,Alabama,Plant Name =  Alabama Pine Pulp  Fuel Type =  BLQ  CPP Category =  EXCLUDE,,,,,,,,,,,
54447,NG,Natural Gas,EXCLUDE,14529,10151.54,43830,0.331485284,35.35,-119.66,Welport Lease Project,California,Plant Name =  Welport Lease Project  Fuel Type =  NG  CPP Category =  EXCLUDE,,,,,,,,,,,
54449,NG,Natural Gas,EXCLUDE,40435,56381.22,52596,0.768784698,35.22,-119.58,Dome Project,California,Plant Name =  Dome Project  Fuel Type =  NG  CPP Category =  EXCLUDE,,,,,,,,,,,
54451,OG,Natural Gas,EXCLUDE,318618,227477.69,600471,0.530613468,33.77,-118.29,Los Angeles Refinery Wilmington,California,Plant Name =  Los Angeles Refinery Wilmington  Fuel Type =  OG  CPP Category =  EXCLUDE,,,,,,,,,,,
54453,WND,Wind,EXCLUDE,44345,0,525960,0.084312495,38.12,-121.83,EDF Renewable Windfarm V Inc,California,Plant Name =  EDF Renewable Windfarm V Inc  Fuel Type =  WND  CPP Category =  EXCLUDE,,,,,,,,,,,
54454,WND,Wind,EXCLUDE,178487,0,736344,0.242396217,33.92,-116.54,San Gorgonio Windplant WPP1993,California,Plant Name =  San Gorgonio Windplant WPP1993  Fuel Type =  WND  CPP Category =  EXCLUDE,,,,,,,,,,,
54462,WAT,Hydro,EXCLUDE,4122,0,10519.2,0.391854894,33.48,-81.98,Graniteville Enterprise Division,Georgia,Plant Name =  Graniteville Enterprise Division  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
54466,NG,Natural Gas,NGCC,807098,406989.53,1072958.4,0.752217421,28.44,-81.41,Orlando Cogen LP,Florida,Plant Name =  Orlando Cogen LP  Fuel Type =  NG  CPP Category =  NGCC,,,,,,,,,,,
54469,WDS,Biomass,EXCLUDE,95418,240024.52,157788,0.604722793,39.48,-121.57,Pacific Oroville Power Inc,California,Plant Name =  Pacific Oroville Power Inc  Fuel Type =  WDS  CPP Category =  EXCLUDE,,,,,,,,,,,
54471,WAT,Hydro,EXCLUDE,3132,0,13149,0.238193018,43.63,-72.32,Mascoma Hydro,New Hampshire,Plant Name =  Mascoma Hydro  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
54472,OTH,Other,EXCLUDE,77011.21,0,100809,0.763931891,41.54,-109.13,Simplot Phosphates,Wyoming,Plant Name =  Simplot Phosphates  Fuel Type =  OTH  CPP Category =  EXCLUDE,,,,,,,,,,,
54476,NG,Natural Gas,NGCC,225725,117437.81,1100133,0.205179737,48.99,-122.27,Sumas Power Plant,Washington,Plant Name =  Sumas Power Plant  Fuel Type =  NG  CPP Category =  NGCC,,,,,,,,,,,
54512,NG,Natural Gas,EXCLUDE,43273.64,128048.76,122724,0.352609433,29.95,-90,Domino Sugar Arabi Plant,Louisiana,Plant Name =  Domino Sugar Arabi Plant  Fuel Type =  NG  CPP Category =  EXCLUDE,,,,,,,,,,,
54514,WAT,Hydro,EXCLUDE,4462,0,11395.8,0.391547763,42.7,-114.82,Blind Canyon Hydro,Idaho,Plant Name =  Blind Canyon Hydro  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
54517,WDS,Biomass,EXCLUDE,24641,127902.19,65745,0.374796562,37.97,-120.32,Sierra Pacific Sonora,California,Plant Name =  Sierra Pacific Sonora  Fuel Type =  WDS  CPP Category =  EXCLUDE,,,,,,,,,,,
54518,NG,Natural Gas,EXCLUDE,373733,238195.67,1259674.2,0.296690208,30.5,-91.19,Formosa Plastics,Louisiana,Plant Name =  Formosa Plastics  Fuel Type =  NG  CPP Category =  EXCLUDE,,,,,,,,,,,
54520,OBG,Biomass,EXCLUDE,35028,25331.24,118341,0.295992091,32.78,-97.14,Village Creek Wastewater Treatment Plant,Texas,Plant Name =  Village Creek Wastewater Treatment Plant  Fuel Type =  OBG  CPP Category =  EXCLUDE,,,,,,,,,,,
54524,WAT,Hydro,EXCLUDE,49527,0,82400.4,0.601052908,43.9,-116.24,Horseshoe Bend Hydroelectric Company,Idaho,Plant Name =  Horseshoe Bend Hydroelectric Company  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
54525,WAT,Hydro,EXCLUDE,1878.99,0,10519.2,0.1786248,41.11,-87.87,Kankakee Hydro Facility,Illinois,Plant Name =  Kankakee Hydro Facility  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
54526,WDS,Biomass,EXCLUDE,157424,221501.98,184962.6,0.851112603,43.62,-75.31,ReEnergy Biomass LLC,New York,Plant Name =  ReEnergy Biomass LLC  Fuel Type =  WDS  CPP Category =  EXCLUDE,,,,,,,,,,,
54529,WDS,Biomass,EXCLUDE,226108,663435.45,398853,0.566895573,28.03,-81.85,Wheelabrator Ridge Energy,Florida,Plant Name =  Wheelabrator Ridge Energy  Fuel Type =  WDS  CPP Category =  EXCLUDE,,,,,,,,,,,
54531,NG,Natural Gas,EXCLUDE,10941.7,57630.99,21915,0.499279033,29.76,-93.61,Stingray Facility,Louisiana,Plant Name =  Stingray Facility  Fuel Type =  NG  CPP Category =  EXCLUDE,,,,,,,,,,,
54533,SUB,Coal,EXCLUDE,12779,336496.84,65745,0.194372196,44.8,-95.18,Southern Minnesota Beet Sugar,Minnesota,Plant Name =  Southern Minnesota Beet Sugar  Fuel Type =  SUB  CPP Category =  EXCLUDE,,,,,,,,,,,
54537,NG,Natural Gas,NGCC,43311,15774.28,2502693,0.017305758,48.83,-122.69,Ferndale Generating Station,Washington,Plant Name =  Ferndale Generating Station  Fuel Type =  NG  CPP Category =  NGCC,,,,,,,,,,,
54538,NG,Natural Gas,EXCLUDE,68930,54880.27,3155760,0.021842599,34.34,-82.82,Hartwell Energy Facility,Georgia,Plant Name =  Hartwell Energy Facility  Fuel Type =  NG  CPP Category =  EXCLUDE,,,,,,,,,,,
54547,NG,Natural Gas,NGCC,5462395.91,2411464.49,9520752.6,0.573735727,43.5,-76.45,Sithe Independence Station,New York,Plant Name =  Sithe Independence Station  Fuel Type =  NG  CPP Category =  NGCC,,,,,,,,,,,
54550,NG,Natural Gas,EXCLUDE,56627.64,46007.42,105192,0.538326489,30.43,-88.18,ExxonMobil Mobile Bay Onshore,Alabama,Plant Name =  ExxonMobil Mobile Bay Onshore  Fuel Type =  NG  CPP Category =  EXCLUDE,,,,,,,,,,,
54554,WAT,Hydro,EXCLUDE,10798,0,51719.4,0.208780458,38.39,-120,Spicer Meadow Project,California,Plant Name =  Spicer Meadow Project  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
54555,WAT,Hydro,EXCLUDE,304970,0,2217798,0.137510269,38.14,-120.38,Collierville Powerhouse,California,Plant Name =  Collierville Powerhouse  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
54556,BIT,Coal,EXCLUDE,293706,1872074.77,478623.6,0.613647133,41.78,-87.82,Ingredion Illinois,Illinois,Plant Name =  Ingredion Illinois  Fuel Type =  BIT  CPP Category =  EXCLUDE,,,,,,,,,,,
54558,WAT,Hydro,EXCLUDE,24119,0,66621.6,0.362029732,42.61,-114.09,Hazelton B Hydro,Idaho,Plant Name =  Hazelton B Hydro  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
54561,NG,Natural Gas,EXCLUDE,203508,128359.04,236682,0.85983725,37.37,-121.94,Jefferson Smurfit Santa Clara Mill,California,Plant Name =  Jefferson Smurfit Santa Clara Mill  Fuel Type =  NG  CPP Category =  EXCLUDE,,,,,,,,,,,
54562,BLQ,Biomass,EXCLUDE,250120,1898404.04,1183410,0.211355321,46.1,-122.92,Longview Fibre,Washington,Plant Name =  Longview Fibre  Fuel Type =  BLQ  CPP Category =  EXCLUDE,,,,,,,,,,,
54564,NG,Natural Gas,EXCLUDE,3885,3150.42,33310.8,0.116628841,42.87,-78.88,General Mills Inc,New York,Plant Name =  General Mills Inc  Fuel Type =  NG  CPP Category =  EXCLUDE,,,,,,,,,,,
54569,SUN,Solar,EXCLUDE,247,0,67498.2,0.003659357,39.91,-74.18,Bayville Central Facility,New Jersey,Plant Name =  Bayville Central Facility  Fuel Type =  SUN  CPP Category =  EXCLUDE,,,,,,,,,,,
54572,WAT,Hydro,EXCLUDE,2280,0,10519.2,0.216746521,43.47,-71.53,Lochmere Hydroelectric Plant,New Hampshire,Plant Name =  Lochmere Hydroelectric Plant  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
54573,WAT,Hydro,EXCLUDE,7050,0,17532,0.402121834,41.6,-73.92,Wappinger Falls Hydroelectric,New York,Plant Name =  Wappinger Falls Hydroelectric  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
54574,NG,Natural Gas,NGCC,453188.01,244782.81,2503569.6,0.181016741,44.71,-73.46,Saranac Facility,New York,Plant Name =  Saranac Facility  Fuel Type =  NG  CPP Category =  NGCC,,,,,,,,,,,
54579,NG,Natural Gas,EXCLUDE,76510,50340.4,91166.4,0.83923463,42.61,-113.68,Rupert Cogen Project,Idaho,Plant Name =  Rupert Cogen Project  Fuel Type =  NG  CPP Category =  EXCLUDE,,,,,,,,,,,
54580,WAT,Hydro,EXCLUDE,300233.99,0,517194,0.580505555,43.25,-73.83,Curtis Palmer Hydroelectric,New York,Plant Name =  Curtis Palmer Hydroelectric  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
54586,NG,Natural Gas,NGCC,149736.95,74240.63,1319283,0.113498734,42.63,-71.31,L'Energia Energy Center,Massachusetts,Plant Name =  L'Energia Energy Center  Fuel Type =  NG  CPP Category =  NGCC,,,,,,,,,,,
54587,BLQ,Biomass,EXCLUDE,77397,434099.86,175320,0.441461328,45.37,-68.51,Lincoln Paper & Tissue,Maine,Plant Name =  Lincoln Paper & Tissue  Fuel Type =  BLQ  CPP Category =  EXCLUDE,,,,,,,,,,,
54592,NG,Natural Gas,NGCC,6489,3468.81,912540.6,0.007110916,44.95,-74.89,Massena Energy Facility,New York,Plant Name =  Massena Energy Facility  Fuel Type =  NG  CPP Category =  NGCC,,,,,,,,,,,
54593,NG,Natural Gas,NGCC,99016,50681.43,589951.8,0.16783744,42.98,-78.16,Batavia Power Plant,New York,Plant Name =  Batavia Power Plant  Fuel Type =  NG  CPP Category =  NGCC,,,,,,,,,,,
54605,NG,Natural Gas,EXCLUDE,44878,31600.87,226162.8,0.19843228,41.75,-72.64,Pratt & Whitney,Connecticut,Plant Name =  Pratt & Whitney  Fuel Type =  NG  CPP Category =  EXCLUDE,,,,,,,,,,,
54618,WDS,Biomass,EXCLUDE,51800.91,267607.83,73634.4,0.703487908,36.03,-80.23,Ingredion Winston Salem,North Carolina,Plant Name =  Ingredion Winston Salem  Fuel Type =  WDS  CPP Category =  EXCLUDE,,,,,,,,,,,
54620,WDS,Biomass,EXCLUDE,104916,163713.04,157788,0.664917484,42.54,-71.85,Pinetree Power Fitchburg,Massachusetts,Plant Name =  Pinetree Power Fitchburg  Fuel Type =  WDS  CPP Category =  EXCLUDE,,,,,,,,,,,
54625,MSW,Biomass,EXCLUDE,219303,412687.48,281388.6,0.779359931,40.1,-75.31,Covanta Plymouth Renewable Energy,Pennsylvania,Plant Name =  Covanta Plymouth Renewable Energy  Fuel Type =  MSW  CPP Category =  EXCLUDE,,,,,,,,,,,
54626,WDS,Biomass,EXCLUDE,199611,372120.36,543492,0.367274955,35.58,-119.01,Mt Poso Cogeneration,California,Plant Name =  Mt Poso Cogeneration  Fuel Type =  WDS  CPP Category =  EXCLUDE,,,,,,,,,,,
54627,AB,Biomass,EXCLUDE,243978,1268407.14,1129937.4,0.215921696,26.58,-80.75,Okeelanta Cogeneration,Florida,Plant Name =  Okeelanta Cogeneration  Fuel Type =  AB  CPP Category =  EXCLUDE,,,,,,,,,,,
54628,NG,Natural Gas,EXCLUDE,32227.01,30888.61,171813.6,0.18756961,31.76,-106.39,Phelps Dodge Refining,Texas,Plant Name =  Phelps Dodge Refining  Fuel Type =  NG  CPP Category =  EXCLUDE,,,,,,,,,,,
54630,NG,Natural Gas,EXCLUDE,15570.01,16423.63,84153.6,0.185018942,39.65,-106.95,American Gypsum Cogeneration,Colorado,Plant Name =  American Gypsum Cogeneration  Fuel Type =  NG  CPP Category =  EXCLUDE,,,,,,,,,,,
54634,WC,Coal,COALST,706609,1357317.69,869587.2,0.812579808,40.82,-76.17,St Nicholas Cogen Project,Pennsylvania,Plant Name =  St Nicholas Cogen Project  Fuel Type =  WC  CPP Category =  COALST,,,,,,,,,,,
54637,NG,Natural Gas,EXCLUDE,428024,841267.76,676735.2,0.632483725,29.96,-93.93,JCO Oxides Olefins Plant,Texas,Plant Name =  JCO Oxides Olefins Plant  Fuel Type =  NG  CPP Category =  EXCLUDE,,,,,,,,,,,
54638,BLQ,Biomass,EXCLUDE,257513,926869.54,473364,0.544006304,41.49,-78.68,Johnsonburg Mill,Pennsylvania,Plant Name =  Johnsonburg Mill  Fuel Type =  BLQ  CPP Category =  EXCLUDE,,,,,,,,,,,
54639,WAT,Hydro,EXCLUDE,180099,0,265609.8,0.678058566,44.39,-71.16,Berlin Gorham,New Hampshire,Plant Name =  Berlin Gorham  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
54640,NG,Natural Gas,NGCC,597106,286851.14,2090691,0.285602224,40.06,-74.17,NAEA Lakewood LLC,New Jersey,Plant Name =  NAEA Lakewood LLC  Fuel Type =  NG  CPP Category =  NGCC,,,,,,,,,,,
