"","Name","Code","Lat","Lon","State"
"3712","Monroe Livingston Gas Recovery","50565","42.9903","-77.8011","NY"
"3713","Milam Gas Recovery","50566","38.6603","-90.1317","IL"
"3714","High Acres Gas Recovery","50568","43.081667","-77.381667","NY"
"3715","DFW Gas Recovery","50569","33.019646","-96.961986","TX"
"3716","Chestnut Ridge Gas Recovery","50570","36.1172","-84.0317","TN"
"3717","Altamont Gas Recovery","50571","37.749308","-121.649866","CA"
"3718","CSL Gas Recovery","50572","26.287966","-80.166526","FL"
"3719","CID Gas Recovery","50573","41.658794","-87.577716","IL"
"3720","Lake Gas Recovery","50575","42.10625","-87.813738","IL"
"3721","Metro Gas Recovery","50576","42.850556","-88.069722","WI"
"3722","Omega Hills Gas Recovery","50577","43.1922","-88.1597","WI"
"3723","Stowe Power Production Plant","50578","40.27244","-75.670351","PA"
"3724","Saint Johns Health Center","50610","34.030318","-118.47844","CA"
"3725","Westwood Generation LLC","50611","40.6191","-76.45","PA"
"3726","McKittrick Cogen Facility","50612","35.319503","-119.661992","CA"
"3727","Mosinee Paper","50614","44.7881","-89.6917","WI"
"3728","TXU Sweetwater Generating Plant","50615","32.492831","-100.364973","TX"
"3729","Flambeau River Papers","50620","45.9356","-90.4472","WI"
"3730","Central Power Plant","50621","41.744973","-71.458415","RI"
"3731","Berry Cogen Tanne Hills","50622","35.089829","-119.440881","CA"
"3732","Gaviota Oil Plant","50623","34.475067","-120.205107","CA"
"3733","ExxonMobil Oil Torrance Refinery","50624","33.85336","-118.33","CA"
"3734","ExxonMobil Beaumont Refinery","50625","30.0636","-94.0753","TX"
"3735","Chalmette Refinery LLC","50626","29.9383","-89.97","LA"
"3736","ExxonMobil Oil Joliet Refinery","50627","41.4167","-88.1833","IL"
"3737","Paulsboro Refinery","50628","39.84","-75.2583","NJ"
"3738","Covanta Lake County Energy","50629","28.740206","-81.889188","FL"
"3739","Covanta Marion Inc","50630","45.048467","-122.962761","OR"
"3740","Covanta Stanislaus Energy","50632","37.3853","-121.141","CA"
"3741","Mosaic Co Bartow Facility","50633","27.908","-81.9185","FL"
"3742","Brainerd Public Utilities","50636","46.3758","-94.1817","MN"
"3743","Clearwater Paper IPP Lewiston","50637","46.423056","-116.976389","ID"
"3744","Potlatch Arkansas Pulp Paper","50638","33.7061","-91.2371","AR"
"3745","Sappi Cloquet Mill","50639","46.7243","-92.4298","MN"
"3746","Potlatch Southern Wood Products","50640","33.6206","-92.078889","AR"
"3747","Covanta Indianapolis Energy","50647","39.734456","-86.189075","IN"
"3748","Covanta Bristol Energy","50648","41.6492","-72.9153","CT"
"3749","Covanta Babylon Energy","50649","40.7348","-73.3868","NY"
"3750","ReEnergy Stratton LLC","50650","45.140614","-70.425577","ME"
"3751","Syracuse Energy","50651","43.0653","-76.2086","NY"
"3752","Lyonsdale Associates","50652","43.618874","-75.30546","NY"
"3753","Steamboat Hills LP","50654","39.37","-119.766944","NV"
"3754","Huntington Resource Recovery Facility","50656","40.8814","-73.2906","NY"
"3755","Montgomery County Resource Recovery","50657","39.2006","-77.4556","MD"
"3756","Covanta Fairfax Energy","50658","38.695","-77.2411","VA"
"3757","Walter B Hall Resource Recovery Facility","50660","36.1319","-96.0181","OK"
"3758","Covanta Haverhill","50661","42.765","-71.1242","MA"
"3759","Onondaga County Resource Recovery","50662","43.0047","-76.1149","NY"
"3760","Covanta Alexandria/Arlington Energy","50663","38.8014","-77.1288","VA"
"3761","Covanta Wallingford Energy","50664","41.440497","-72.835134","CT"
"3762","Pasco Cnty Solid Waste Resource Recovery","50666","28.3681","-82.5583","FL"
"3763","Municipal Cogen Plant","50674","33.8247","-116.5106","CA"
"3764","Gardiner","50688","44.221796","-69.785675","ME"
"3765","San Gorgonio Westwinds II LLC","50690","33.934","-116.5781","CA"
"3766","KMS Crossroads","50693","41.1044","-74.1622","NJ"
"3767","Plant No","50696","33.6942","-117.9381","CA"
"3768","Pumpkin Hill","50699","45.1868","-68.4649","ME"
"3769","Lilliwaup Falls Generating","50700","47.4706","-123.1153","WA"
"3770","Salmon Falls","50702","43.226977","-70.810888","ME"
"3771","Somersworth Lower Great Dam","50704","43.251111","-70.840833","NH"
"3772","OREG","57134","40.9925","-102.853056","CO"
"3773","Pawnee","6248","40.2217","-103.6803","CO"
"3774","Peetz Table Wind Energy","56563","40.986","-103.436","CO"
"3775","Plains End","55650","39.857499","-105.225967","CO"
"3776","University of Alaska Fairbanks","50711","64.854171","-147.822075","AK"
"3777","Altamont Pass Windplant","50712","37.7341","-121.6516","CA"
"3778","Huntington Falls","50713","44.0703","-73.1961","VT"
"3779","Notch Butte Hydro","50718","42.954384","-114.462563","ID"
"3780","Tazewell Gas Recovery","50721","40.6817","-89.5167","IL"
"3781","BP Naperville Cogeneration Facility","50722","41.8108","-88.1486","IL"
"3782","Big Escambia Creek","50724","31.070589","-87.362778","AL"
"3783","ExxonMobil Garden City Gas Plant","50728","29.7","-91.55","LA"
"3784","Clairton Works","50729","40.3097","-79.8819","PA"
"3785","Fairfield Works","50730","33.4885","-86.9212","AL"
"3786","Mon Valley Works","50732","40.3925","-79.8564","PA"
"3787","Gary Works","50733","41.622426","-87.328936","IN"
"3788","Exeter Energy LP","50736","41.712448","-71.822251","CT"
"3789","Pinetree Power Tamworth","50739","43.835833","-71.1967","NH"
"3790","Pontook Hydro Facility","50741","44.632842","-71.24742","NH"
"3791","Starrett City Cogen Facility","50743","40.6492","-73.8792","NY"
"3792","Sterling Power Plant","50744","43.080338","-75.600963","NY"
"3793","Agnews Power Plant","50748","37.4058","-121.9272","CA"
"3794","Coalinga Cogeneration Facility","50750","36.170317","-120.364084","CA"
"3795","Southeast Kern River Cogen","50751","35.4206","-118.9644","CA"
"3796","South Belridge Cogeneration Facility","50752","35.438611","-119.7075","CA"
"3797","Oak Creek Energy Systems I","50754","35.043889","-118.276388","CA"
"3798","New Hogan Power Plant","50755","38.149582","-120.814942","CA"
"3799","Pejepscot Hydroelectric Project","50758","43.957448","-70.024158","ME"
"3800","West End Dam Hydroelectric Project","50759","43.98289","-75.620583","NY"
"3801","Empire","50760","40.3714","-119.4092","NV"
"3802","Ormesa IH","50762","32.7842","-115.2475","CA"
"3803","Steamboat","50763","39.3939","-119.7537","NV"
"3804","Ormesa IE","50764","32.8041","-115.2475","CA"
"3805","Stillwater Facility","50765","39.547537","-118.555613","NV"
"3806","Ormesa I","50766","32.8156","-115.2568","CA"
"3807","Forestport","50768","43.442468","-75.215946","NY"
"3808","Viking Energy of McBain","50770","44.204","-85.2206","MI"
"3809","Viking Energy of Northumberland","50771","40.9172","-76.8146","PA"
"3810","Viking Energy of Lincoln","50772","44.68","-83.4167","MI"
"3811","Telogia Power","50774","30.3349","-84.8182","FL"
"3812","Panther Creek Energy Facility","50776","40.8556","-75.8781","PA"
"3813","Taylor Energy Partners LP","50782","41.387778","-75.717222","PA"
"3814","Lafayette Energy Partners LP","50788","41.175","-74.7631","NJ"
"3815","Parlin Power Plant","50799","40.460717","-74.327161","NJ"
"3816","Uncasville Mill","50801","41.4336","-72.0983","CT"
"3817","Seminole Mill","50803","30.4178","-81.5978","FL"
"3818","Port Wentworth Mill","50804","32.1561","-81.1586","GA"
"3819","Catalyst Paper Snowflake Mill","50805","34.50495","-110.335504","AZ"
"3820","Florence Mill","50806","34.1497","-79.5606","SC"
"3821","Stone Container Panama City Mill","50807","30.141984","-85.621103","FL"
"3822","Stone Container Hodge","50810","32.2752","-92.7277","LA"
"3823","RockTenn Coshocton Mill","50811","40.27971","-81.862339","OH"
"3824","Hopewell Mill","50813","37.2914","-77.2816","VA"
"3825","Optim Energy Altura Cogen LLC","50815","29.8161","-95.10773","TX"
"3826","Dyer Road","50818","37.7392","-121.4322","CA"
"3827","ESI Project","50819","37.739167","-121.432222","CA"
"3828","East Winds Project","50820","34","-116.5206","CA"
"3829","Mojave","50821","35.05","-118.2572","CA"
"3830","Mojave","50822","35.05","-118.2572","CA"
"3831","Mojave","50823","35.05","-118.2564","CA"
"3832","Tres Vaqueros Wind Farms LLC","50826","37.771944","-121.74","CA"
"3833","Twin Falls Hydro","50827","47.444554","-121.687812","WA"
"3834","Nove Power Plant","50831","37.9675","-122.3822","CA"
"3835","Chicopee Hydroelectric Station","50832","42.159595","-72.58279","MA"
"3836","TES Filer City Station","50835","44.217299","-86.28905","MI"
"3837","Southeast Resource Recovery","50837","33.759236","-118.239922","CA"
"3838","Gramercy Alumina LLC","50846","30.054","-90.6693","LA"
"3839","PE Berkeley","50849","37.870331","-122.26337","CA"
"3840","OLS Energy Chino","50850","33.989626","-117.680911","CA"
"3841","OLS Energy Camarillo","50851","34.161951","-119.047916","CA"
"3842","Elmwood Energy Holdings LLC","50852","40.905337","-74.130448","NJ"
"3843","Hillsborough County Resource Recovery","50858","27.954901","-82.340469","FL"
"3844","Lancaster County Resource Recovery","50859","40.0711","-76.6436","PA"
"3845","Kent County Waste to Energy Facility","50860","42.949575","-85.693209","MI"
"3846","Sargent Canyon Cogeneration","50864","35.9359","-120.8408","CA"
"3847","Salinas River Cogeneration","50865","35.9515","-120.8679","CA"
"3848","Wheelabrator Claremont Facility","50872","43.344","-72.3773","NH"
"3849","Wheelabrator Concord Facility","50873","43.2866","-71.5769","NH"
"3850","Boralex Sherman LLC","50874","45.8992","-68.4333","ME"
"3851","McKay Bay Facility","50875","27.949528","-82.421182","FL"
"3852","Wheelabrator Norwalk Energy","50876","33.924898","-118.067853","CA"
"3853","Wheelabrator North Andover","50877","42.7262","-71.1219","MA"
"3854","Wheelabrator Millbury Facility","50878","42.2214","-71.7669","MA"
"3855","Wheelabrator Frackville Energy","50879","40.782377","-76.176184","PA"
"3856","Wheelabrator Saugus","50880","42.447","-70.9804","MA"
"3857","Wheelabrator Shasta","50881","40.428329","-122.279248","CA"
"3858","Wheelabrator Westchester","50882","41.277129","-73.942344","NY"
"3859","Wheelabrator Bridgeport","50883","41.1625","-73.2083","CT"
"3860","Pinellas County Resource Recovery","50884","27.8733","-82.6741","FL"
"3861","Wheelabrator Gloucester LP","50885","39.8733","-75.1381","NJ"
"3862","Wheelabrator Spokane","50886","47.626327","-117.50424","WA"
"3863","Wheelabrator South Broward","50887","26.0687","-80.1986","FL"
"3864","Northampton Generating Company LP","50888","40.6917","-75.4792","PA"
"3865","Ivy River Hydro","50890","35.771627","-82.61827","NC"
"3866","El Dorado Hydro Elk Creek","50891","45.217784","-116.31577","ID"
"3867","Rock Creek LP","50892","38.78342","-120.778506","CA"
"3868","FirstEnergy Allegheny Hydro Partners Ltd","50893","40.682875","-79.665298","PA"
"3869","Allegheny No","50894","40.716389","-79.577222","PA"
"3870","Bypass","50895","42.560876","-114.057461","ID"
"3871","S E Hazelton A","50896","42.586701","-114.067537","ID"
"3872","Allegheny Hydro No","50897","40.896596","-79.478982","PA"
"3873","Allegheny Hydro No","50898","40.955961","-79.550681","PA"
"3874","Covington Facility","50900","37.799722","-79.9947","VA"
"3875","Sagamore Plant Cogeneration","50903","40.4439","-86.86","IN"
"3876","Fox Metro Water Reclamation District","50904","41.7128","-88.3522","IL"
"3877","Univ New Mexico Cogen Plant","50905","35.120278","-106.609722","NM"
"3878","Ford Utilities Center","50906","35.084078","-106.625191","NM"
"3879","Oswego County Energy Recovery","50907","43.348808","-76.425169","NY"
"3880","Sherman Hospital","50909","42.0544","-88.2817","IL"
"3881","Middle Fork Irrigation District","50917","45.480701","-121.59984","OR"
"3882","Erie Coke","50920","42.143919","-80.069581","PA"
"3883","Co-Gen LLC","50921","44.458696","-118.720601","OR"
"3884","Yellowstone Energy LP","50931","45.8117","-108.4278","MT"
"3885","Des Moines Wastewater Reclamation Fac","50932","41.6008","-93.6089","IA"
"3886","Rhinelander Mill","50933","45.6394","-89.4205","WI"
"3887","Caterpillar","50935","40.4175","-86.8447","IN"
"3888","Winnebago County Landfill Gas","50936","44.0611","-88.5631","WI"
"3889","William Beaumont Hospital","50937","42.5175","-83.1919","MI"
"3890","Galesville Project","50938","42.8489","-123.1778","OR"
"3891","50942","50942","50942","50942","50942"
"3892","R & R Lumber","50945","42.104338","-123.677254","OR"
"3893","Hardee Power Station","50949","27.6364","-81.9636","FL"
"3894","Wheelabrator Martell","50950","38.367222","-120.804444","CA"
"3895","Sunnyside Cogen Associates","50951","39.5472","-110.3917","UT"
"3896","50952","50952","50952","50952","50952"
"3897","Rousselot Inc","50955","42.521747","-70.938657","MA"
"3898","Bowater Newsprint Calhoun Operation","50956","35.2964","-84.7569","TN"
"3899","Union County Resource Recovery","50960","40.601264","-74.266372","NJ"
"3900","Slate Creek","50961","40.976859","-122.456251","CA"
"3901","Naval Hospital Medical Center","50963","32.7261","-117.1464","CA"
"3902","Amedee Geothermal Venture I","50964","40.300833","-120.105","CA"
"3903","Toledo Ref Power Recovery Train","50965","41.6325","-83.5042","OH"
"3904","Bellmeade Power Station","50966","37.4964","-77.4317","VA"
"3905","MU Combined Heat and Power Plant","50969","38.9461","-92.3328","MO"
"3906","Tropicana Products Bradent","50971","27.483358","-82.548341","FL"
"3907","Marsh Valley Development","50972","42.625972","-112.149344","ID"
"3908","Motiva Enterprises Port Arthur Refinery","50973","38.383611","-76.408056","TX"
"3909","Scrubgrass Generating Company LP","50974","41.2691","-79.8134","PA"
"3910","Indiantown Cogeneration LP","50976","27.0389","-80.5125","FL"
"3911","Carr Street Generating Station","50978","43.06132","-76.08239","NY"
"3912","Siphon Power Project","50980","44.033022","-121.3297","OR"
"3913","Solano County Cogen Plant","50985","38.2494","-122.0394","CA"
"3914","Rock Creek I","50987","42.632483","-114.538769","ID"
"3915","Ingersoll Milling Machine","50989","42.298938","-89.075925","IL"
"3916","Marathon Electric","50990","44.9783","-89.6328","WI"
"3917","Co-Gen II LLC","50993","42.961126","-123.359138","OR"
"3918","Gallup Refinery","50997","35.488289","-108.426497","NM"
"3919","Aziscohos Hydroelectric Project","50999","44.9439","-70.9975","ME"
"3920","Enterprise Sugar Factory","51008","29.903611","-91.725556","LA"
"3921","Ryegate Power Station","51026","44.2131","-72.0572","VT"
"3922","Ocean State Power","51030","42.009722","-71.668909","RI"
"3923","West Delaware Tunnel Plant","51033","41.859601","-74.510259","NY"
"3924","Little Falls Hydro","51034","43.040335","-74.850621","NY"
"3925","Hofstra University","51035","40.7139","-73.6003","NY"
"3926","MacArthur Waste to Energy Facility","51038","40.7869","-73.1064","NY"
"3927","Plaquemine Operations","52005","30.318611","-91.2325","LA"
"3928","LaO Energy Systems","52006","30.3186","-91.2325","LA"
"3929","Mecklenburg Power Station","52007","36.6","-78.53","VA"
"3930","Lee County Solid Waste Energy","52010","26.631549","-81.760656","FL"
"3931","Terra-Gen Dixie Valley","52015","39.9663","-117.8557","NV"
"3932","Menominee Acquisition","52017","45.0975","-87.5958","MI"
"3933","Doswell Energy Center","52019","37.820805","-77.14478","VA"
"3934","ITT Cogen Facility","52021","41.83442","-87.628465","IL"
"3935","Rhode Island Hospital","52024","41.8103","-71.41","RI"
"3936","Dartmouth Power Associates LP","52026","41.6731","-70.9994","MA"
"3937","Puna Geothermal Venture I","52028","19.478976","-154.888362","HI"
"3938","Alliance Refinery","52031","29.6833","-89.975","LA"
"3939","Moretown Generating Station","52033","44.285945","-72.710324","VT"
"3940","Bunge Oil","52034","41.15461","-87.85478","IL"
"3941","Yough Hydro Power","52036","39.801637","-79.368214","PA"
"3942","Quail Creek Hydro Plant","52039","37.1854","-113.3583","UT"
"3943","Vanderbilt University Power Plant","52048","36.145896","-86.803833","TN"
"3944","Clifton Dam","52049","34.9953","-81.8344","SC"
"3945","I","52051","38.6892","-77.2375","VA"
"3946","Rapidan Hydro Facility","52054","44.092689","-94.108817","MN"
"3947","Nassau Energy Corp","52056","40.7264","-73.5892","NY"
"3948","Herkimer","52057","43.033577","-74.983391","NY"
"3949","Ogdensburg","52058","44.704089","-75.487049","NY"
"3950","Hartford Hospital Cogeneration","52061","41.7631","-72.6733","CT"
"3951","Martinez Sulfuric Acid Regeneration Plt","52063","38.0314","-122.1139","CA"
"3952","Dominguez Plant","52064","33.8431","-118.2347","CA"
"3953","Houston Plant","52065","29.71977","-95.270562","TX"
"3954","Great Falls Hydro Project","52068","40.915319","-74.180986","NJ"
"3955","Point Comfort Operations","52069","28.652709","-96.559997","TX"
"3956","Sandow No","52071","30.5681","-97.0614","TX"
"3957","Radford Army Ammunition Plant","52072","37.180441","-80.542767","VA"
"3958","UCLA So Campus Cogen Project","52073","34.0692","-118.4439","CA"
"3959","McKittrick Cogen","52076","35.3161","-119.6597","CA"
"3960","Lost Hills Cogeneration Plant","52077","35.666111","-119.766944","CA"
"3961","North Midway Cogen","52078","35.2761","-119.5986","CA"
"3962","Cymric","52081","35.3639","-119.6592","CA"
"3963","Cymric","52082","35.346102","-119.643431","CA"
"3964","Coalinga","52083","36.2097","-120.3828","CA"
"3965","Pascagoula Cogen","52084","30.3417","-88.4833","MS"
"3966","Taft","52085","35.1133","-119.4706","CA"
"3967","Coalinga","52086","36.1556","-120.3972","CA"
"3968","Elizabeth River Power Station","52087","36.775","-76.3083","VA"
"3969","Texas City Power Plant","52088","29.378697","-94.943829","TX"
"3970","Celanese Acetate LLC","52089","37.3439","-80.765","VA"
"3971","New York Methodist Hospital","52091","40.6681","-73.9822","NY"
"3972","Kern River Fee B Cogen","52092","35.440481","-119.007726","CA"
"3973","Kern River Fee A Cogen","52094","35.459849","-119.013573","CA"
"3974","Kern River Fee C Cogen","52095","35.464253","-118.996337","CA"
"3975","Berry Placerita Cogen","52096","34.38407","-118.494882","CA"
"3976","Plant No","52099","33.6433","-117.9556","CA"
"3977","Cymric","52104","35.3633","-119.6756","CA"
"3978","Richmond Refinery","52105","37.932222","-122.389722","CA"
"3979","Philadelphia Refinery","52106","39.9058","-75.2122","PA"
"3980","Kern River Eastridge Cogen","52107","35.4406","-118.9617","CA"
"3981","Valero Energy Port Arthur Refinery","52108","29.867431","-93.965775","TX"
"3982","Richmond Cogen","52109","37.9418","-122.3909","CA"
"3983","Ingredion Stockton","52115","37.9128","-121.2614","CA"
"3984","Multitrade of Pittsylvania LP","52118","37.104141","-79.276958","VA"
"3985","Dow Chemical Texas Operation","52120","28.991289","-95.407481","TX"
"3986","Wasson","52122","33.009944","-102.756945","TX"
"3987","Elk Basin Gasoline Plant","52127","44.9806","-108.8428","WY"
"3988","Whiting Refinery","52130","41.6703","-87.4803","IN"
"3989","Power Station","52131","29.379444","-94.916666","TX"
"3990","Power Station","52132","29.378164","-94.92195","TX"
"3991","Tesoro Mandan Cogeneration Plant","52133","46.8492","-100.8808","ND"
"3992","Steamboat","52138","39.3939","-119.7537","NV"
"3993","International Paper Prattville Mill","52140","32.4187","-86.4718","AL"
"3994","Mojave","52142","35.0506","-118.2572","CA"
"3995","Mojave","52143","35.05","-118.2572","CA"
"3996","Mojave","52144","35.05","-118.2572","CA"
"3997","C P Kelco San Diego Plant","52147","32.6947","-117.1436","CA"
"3998","Elkton","52148","38.3836","-78.6528","VA"
"3999","West Point (PA)","52149","40.220453","-75.301645","PA"
"4000","International Paper Eastover Facility","52151","33.8872","-80.6397","SC"
"4001","International Paper Franklin Mill","52152","36.6803","-76.9128","VA"
"4002","Lacomb Irrigation District","52155","44.597518","-122.685441","OR"
"4003","Aidlin Geothermal Power Plant","52158","38.8339","-122.881","CA"
"4004","Victory Garden Phase IV","52160","35.3111","-118.4319","CA"
"4005","Terra-Gen","52161","35.0853","-118.3547","CA"
"4006","all fuels : all primemovers :","52162","35.1011","-118.3372","CA"
"4007","all fuels : all primemovers :","52163","35.1011","-118.3372","CA"
"4008","Helzel & Schwarzhoff","52165","35.0908","-118.3936","CA"
"4009","Collins Facility","52166","42.15725","-72.42281","MA"
"4010","Riverbay","52168","40.869972","-73.824437","NY"
"4011","Midway Sunset Cogen","52169","35.2269","-119.6294","CA"
"4012","Upper Barker","52171","44.08687","-70.229294","ME"
"4013","Conemaugh Hydro Plant","52173","40.46439","-79.365703","PA"
"4014","Soda Lake Geothermal No I II","52174","39.557","-118.8383","NV"
"4015","CITGO Refinery Powerhouse","52175","30.1826","-93.3234","LA"
"4016","C R Wing Cogen Plant","52176","32.273178","-101.422386","TX"
"4017","Tesoro Kenai Cogeneration Plant","52184","60.677","-151.3815","AK"
"4018","Yuba City Cogen Partners","52186","39.13667","-121.639846","CA"
"4019","Falls Creek","52187","44.396815","-122.350246","OR"
"4020","Ponca City Refinery","52188","36.688","-97.088","OK"
"4021","Delaware City Plant","52193","39.5871","-75.6343","DE"
"4022","Otay","52204","32.5983","-117.0178","CA"
"4023","Dublin Mill","54004","32.5036","-82.8443","GA"
"4024","Broadwater Power Project","54006","46.12061","-111.407656","MT"
"4025","MM West Covina","54015","34.033206","-117.906129","CA"
"4026","San Gabriel Hydro Project","54017","34.204311","-117.855714","CA"
"4027","Wheelabrator North Broward","54033","26.2878","-80.1581","FL"
"4028","Rensselaer Cogen","54034","42.625325","-73.749955","NY"
"4029","Roanoke Valley Energy Facililty I","54035","36.4364","-77.6167","NC"
"4030","Geo East Mesa II","54038","32.7757","-115.2637","CA"
"4031","Lockport Energy Associates LP","54041","43.161947","-78.744971","NY"
"4032","University of Illinois Cogen Facility","54044","41.8675","-87.6524","IL"
"4033","Wythe Park Power Petersburg Plant","54045","37.2253","-77.4092","VA"
"4034","Wythe Park Power","54047","37.4706","-77.4264","VA"
"4035","Glines Hydroelectric Project","54050","48.0022","-123.6002","WA"
"4036","Elwha Hydroelectric Project","54051","48.0949","-123.5574","WA"
"4037","Pawtucket Power Associates","54056","41.861531","-71.406856","RI"
"4038","Riverview Energy Systems","54057","42.166106","-83.212903","MI"
"4039","Indeck Olean Energy Center","54076","42.085944","-78.45425","NY"
"4040","Spruance Genco LLC","54081","37.4556","-77.4308","VA"
"4041","Androscoggin Mill","54085","44.506273","-70.239474","ME"
"4042","International Paper Georgetown Mill","54087","33.360185","-79.302573","SC"
"4043","Mansfield Mill","54091","32.1575","-93.5562","LA"
"4044","International Paper Riverdale Mill","54096","32.426016","-86.870912","AL"
"4045","International Paper Texarkana Mill","54097","33.2553","-94.0696","TX"
"4046","Kaukauna Paper Mill","54098","44.2826","-88.2534","WI"
"4047","Ticonderoga Mill","54099","43.891437","-73.396998","NY"
"4048","International Paper Vicksburg Mill","54100","32.5292","-90.7742","MS"
"4049","Georgia-Pacific Cedar Springs","54101","31.166","-85.0951","GA"
"4050","Port Edwards Mill","54103","44.3364","-89.8672","WI"
"4051","Ashdown","54104","33.6417","-94.1083","AR"
"4052","Second Imperial Geothermal","54111","32.7144","-115.5356","CA"
"4053","Kennedy International Airport Cogen","54114","40.6417","-73.7778","NY"
"4054","Mechanic Falls","54123","44.111236","-70.390673","ME"
"4055","Pittsfield Hydro","54124","44.721371","-69.411992","ME"
"4056","Fortistar North Tonawanda","54131","43.0483","-78.8539","NY"
"4057","Great Lakes Hydro America - ME","54134","45.647179","-68.704368","ME"
"4058","Piney Creek Project","54144","41.1764","-79.4414","PA"
"4059","Hydro Kennebec Project","54148","44.563031","-69.619162","ME"
"4060","Stony Brook Cogen Plant","54149","40.916833","-73.129056","NY"
"4061","Iowa State University","54201","42.0275","-93.6394","IA"
"4062","Upper Androscoggin","54202","44.087963","-70.212368","ME"
"4063","Mississippi Baptist Medical Center","54203","32.3133","-90.1797","MS"
"4064","ArcelorMittal Warren","54207","41.2119","-80.8176","OH"
"4065","American Crystal Sugar Hillsboro","54210","47.437562","-97.06311","ND"
"4066","American Crystal Sugar Moorhead","54211","46.9026","-96.76112","MN"
"4067","American Crystal Sugar Crookston","54212","47.76468","-96.633375","MN"
"4068","American Crystal Sugar Drayton","54213","48.593158","-97.17608","ND"
"4069","American Crystal Sugar East Grand Forks","54214","47.927202","-97.007153","MN"
"4070","U S Alliance Coosa Pines","54216","33.328107","-86.356825","AL"
"4071","Burney Mountain Power","54219","40.909483","-121.640368","CA"
"4072","Blanco Compressor Station","54221","36.731111","-107.962778","NM"
"4073","Franklin Heating Station","54224","44.020576","-92.465599","MN"
"4074","Gillette SBMC","54225","42.3436","-71.0559","MA"
"4075","Rittman Paperboard","54235","40.9692","-81.7736","OH"
"4076","Pfizer Groton Plant","54236","41.3315","-72.0786","CT"
"4077","Stockton Biomass","54238","37.943633","-121.330433","CA"
"4078","Naval Submarine Base Kings Bay","54239","30.7917","-81.5333","GA"
"4079","Louisiana Tech University Power Plant","54240","32.5256","-92.6497","LA"
"4080","Alvarado Hydro Facility","54242","32.7814","-117.0411","CA"
"4081","Nelson Plant Generators","54245","35.5186","-113.3108","AZ"
"4082","Smith Falls Hydro Project","54249","48.959547","-116.557375","ID"
"4083","Newman (PA)","54250","40.013993","-75.05283","PA"
"4084","Opal Springs Hydro","54251","44.49004","-121.298812","OR"
"4085","Westwind Trust","54258","33.9683","-116.5347","CA"
"4086","Warm Springs Hydro Project","54261","38.722141","-123.011188","CA"
"4087","Saint Marys Hospital Power Plant","54262","44.09785","-92.479815","MN"
"4088","Akron Recycle Energy Plant","54265","41.073336","-81.530642","OH"
"4089","Koma Kulshan Associates","54267","48.680178","-121.723294","WA"
"4090","March Point Cogeneration","54268","48.4708","-122.56","WA"
"4091","Saguaro Power","54271","36.0417","-115.0117","NV"
"4092","Univ of NC Chapel Hill Cogen Facility","54276","35.9069","-79.0617","NC"
"4093","Interstate Paper LLC Riceboro","54281","31.741629","-81.407856","GA"
"4094","Lee Creek Water Treatment Facility","54283","35.484488","-94.392858","AR"
"4095","Hastings City Hydroelectric","54285","44.760249","-92.867743","MN"
"4096","Rolls Royce","54286","39.7398","-86.2118","IN"
"4097","Inforum","54290","33.7533","-84.3889","GA"
"4098","Sherwin Alumina","54291","27.883588","-97.26097","TX"
"4099","West Group Data Center","54294","44.8256","-93.1139","MN"
"4100","Biola University","54296","33.906953","-118.013105","CA"
"4101","Coram Energy LLC","54297","35.058333","-118.341666","CA"
"4102","Coram Energy LLC (ECT)","54298","35.0583","-118.3417","CA"
"4103","Coram Energy LLC","54299","35.075","-118.3417","CA"
"4104","CTV Power Purchase Contract Trust","54300","35.0583","-118.3083","CA"
"4105","Colebrook Hydroelectric","54301","42.007778","-73.0356","CT"
"4106","Goodwin Hydroelectric","54302","41.988611","-73.0194","CT"
"4107","Birchwood Power","54304","38.2667","-77.3147","VA"
"4108","Westward Seafoods","54305","53.8575","-166.5539","AK"
"4109","Wilson Lake Hydroelectric Project","54306","42.628889","-114.174722","ID"
"4110","Three Forks Water Power Project","54308","40.199822","-123.523145","CA"
"4111","54310","54310","54310","54310","54310"
"4112","Archer Daniels Midland Little Rock","54311","34.7","-92.199722","AR"
"4113","54312","54312","54312","54312","54312"
"4114","Archer Daniels Midland Southport","54316","33.9397","-77.9905","NC"
"4115","General Chemical","54318","41.5933","-109.7542","WY"
"4116","Goodyear Beaumont Chemical Plant","54321","29.9728","-94.2142","TX"
"4117","Avondale Mills","54322","33.487881","-81.99252","GA"
"4118","CNN Center","54323","33.759167","-84.395","GA"
"4119","Ocean State Power II","54324","42.0099","-71.6701","RI"
"4120","Toyon Power Station","54327","34.1717","-118.3792","CA"
"4121","Westhollow Technology Center","54330","29.726017","-95.638249","TX"
"4122","Bucknell University","54333","40.955015","-76.878843","PA"
"4123","Morton Salt Rittman","54335","40.9692","-81.7756","OH"
"4124","NRG Energy San Diego","54337","32.71","-117.1619","CA"
"4125","Rio Grande Valley Sugar Growers","54338","26.269683","-97.867012","TX"
"4126","Norway Point Hydropower Project","54340","45.1025","-83.5189","MI"
"4127","Four Mile Hydropower Project","54341","45.0933","-83.5025","MI"
"4128","Ninth Street Hydropower Project","54342","45.0717","-83.4381","MI"
"4129","Terminus Hydroelectric Project","54343","36.4156","-119.0069","CA"
"4130","Howard F Curren Advncd Wastewater Plant","54347","27.9389","-82.4389","FL"
